listing_id;title;price_pln;currency;link;subtitle;engine_cm3;power_hp;mileage_km;fuel_type;gearbox;year;location;first_seen_date;last_seen_date;days_on_site;is_active;removed_date;initial_price_pln;lowest_price_pln;price_change_count;last_price_change_date
6144167675;Dacia Duster 1.0 TCe Essential;40900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HOiGD.html;999 cm3 • 100 KM • II Salon Polska 1 Właściciel / Benzyna / Bezwypadkowy;999;100;71000;Benzyna;Manualna;2020;Poznań (Wielkopolskie);2026-03-29;2026-03-30;1;1;;40900;40900;0;
6146666160;Dacia Duster 1.6 SCe Comfort 4WD;56900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HYMEM.html;1598 cm3 • 115 KM • 1,6 Ben 4x4 92tyśKm SalonPL I Właś Bezwy SerwisASO FV23% 2019 JAK NOWY;1598;115;92000;Benzyna;Manualna;2019;Zawiercie (Śląskie);2026-03-29;2026-03-30;1;1;;56900;56900;0;
6146075512;Dacia Duster 1.2 TCe Prestige S&S EU6;34900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HVj0c.html;1197 cm3 • 125 KM • LIFT 1.2TCe 125KM NAVI/kamera cofania/bezwypadkowy/serwisowany/alumki/;1197;125;98000;Benzyna;Manualna;2016;Rybnik (Śląskie);2026-03-29;2026-03-30;1;1;;34900;34900;0;
6146053953;Dacia Duster 1.0 TCe Essential;49999;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HVdot.html;999 cm3 • 90 KM • 1WŁ Salon PL FV23% Full LED CarPlay AndroidAuto OffRoad;999;90;133000;Benzyna;Manualna;2022;Sochaczew (Mazowieckie);2026-03-29;2026-03-29;0;0;2026-03-29;49999;49999;0;
6146149000;Dacia Duster;40500;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HVC7u.html;1598 cm3 • 114 KM • 2019r 1.6 Benzyna 114KM Salon PL Jak Nowy Niski Przebieg Ledy;1598;114;72000;Benzyna;Manualna;2019;Sochaczew (Mazowieckie);2026-03-29;2026-03-30;1;1;;40900;40500;1;2026-03-30
6146364328;Dacia Duster TCe 150 EDC 2WD Prestige;54900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HXv8v.html;1332 cm3 • 150 KM • 1.3 TCe 150 KM Automat Kamera 360 59 tyś km;1332;150;59500;Benzyna;Automatyczna;2023;Bielsko-Biała (Śląskie);2026-03-29;2026-03-30;1;1;;54900;54900;0;
6145881051;Dacia Duster;48500;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HWupJ.html;1332 cm3 • 150 KM • Rezerwacja;1332;150;23000;Benzyna;Manualna;2019;Wrocław (Dolnośląskie);2026-03-29;2026-03-30;1;1;;48500;48500;0;
6146681950;Dacia Duster TCe 130 2WD Sondermodell Extreme;39900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HYQLs.html;1332 cm3 • 130 KM;1332;130;82000;Benzyna;Manualna;2019;Zielęcice (Opolskie);2026-03-29;2026-03-30;1;1;;39900;39900;0;
6146338923;Dacia Duster;42900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HXpvL.html;1333 cm3 • 130 KM • Dacia Duster 2021 rok w wersji Prestige;1333;130;88620;Benzyna;Manualna;2020;Krzyszkowice (Małopolskie);2026-03-29;2026-03-30;1;1;;42900;42900;0;
6146229748;Dacia Duster TCe 130 2WD Comfort;42900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HVX7S.html;1332 cm3 • 130 KM • Niski przebieg!!! Kamery 360;1332;130;50606;Benzyna;Manualna;2019;Mielec (Podkarpackie);2026-03-29;2026-03-30;1;1;;42900;42900;0;
6146331670;Dacia Duster;56800;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HXnDM.html;1332 cm3 • 150 KM • Lift. 4x kamera.6-bieg.Jak nowy. Serwisowany;1332;150;79000;Benzyna;Manualna;2023;Poznań (Wielkopolskie);2026-03-29;2026-03-30;1;1;;55700;55700;1;2026-03-30
6136604045;Dacia Duster 1.3 TCe FAP Prestige EU6d;44900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6Hiz2B.html;1332 cm3 • 130 KM • Polecam bogata wersja;1332;130;88000;Benzyna;Manualna;2019;Jasin (Wielkopolskie);2026-03-29;2026-03-30;1;1;;44900;44900;0;
6146306049;Dacia Duster SCe 115 4WD Comfort;31500;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HXgYx.html;1598 cm3 • 114 KM • Dacia Duster;1598;114;90000;Benzyna;Manualna;2016;Murowana Goślina (Wielkopolskie);2026-03-29;2026-03-30;1;1;;31500;31500;0;
6146631292;Dacia Duster;49500;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HYDAo.html;1332 cm3 • 131 KM • 1.3 TCe, Salon Polska, Klima;1332;131;31402;Benzyna;Manualna;2020;Bielany Wrocławskie (Dolnośląskie);2026-03-29;2026-03-30;1;1;;49500;49500;0;
6146204311;Dacia Duster;55000;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HVQwB.html;1332 cm3 • 149 KM • Sprowadzony z Niemiec prywatny użytkownik bezwypadkowy;1332;149;108200;Benzyna;Automatyczna;2023;Bytom (Śląskie);2026-03-29;2026-03-30;1;1;;55000;55000;0;
6145987022;Dacia Duster SCe 115 4x2 Prestige;39800;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HWWYV.html;1598 cm3 • 114 KM • 1.6 benzyna * bezwypadkowy * idealny;1598;114;108052;Benzyna;Manualna;2019;Ostrołęka (Mazowieckie);2026-03-29;2026-03-30;1;1;;39800;39800;0;
6142869153;Dacia Duster;42900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HIQSJ.html;1598 cm3 • 114 KM • zadbana, pierwszy właściciel;1598;114;106334;Benzyna;Manualna;2019;Parczew (Lubelskie);2026-03-29;2026-03-30;1;1;;42900;42900;0;
6146392878;Dacia Duster 1.6 SCe S&S;25000;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HXDz0.html;1598 cm3 • 114 KM • Benzyna 1.6 (114KM) Benzyna. Polski salon. I właściciel.;1598;114;129000;Benzyna;Manualna;2017;1598 cm3 • 114 KM • Benzyna 1.6 (114KM) Benzyna. Polski salon. I właściciel.;2026-03-29;2026-03-29;0;0;2026-03-29;25000;25000;0;
6146248528;Dacia Duster TCe 100 2WD Comfort;43900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HX20M.html;999 cm3 • 101 KM • Bezwypadkowy / IDEALNY Stan / Niski Przebieg 46tkm /;999;101;45000;Benzyna;Manualna;2021;Strzegom (Dolnośląskie);2026-03-29;2026-03-29;0;0;2026-03-29;43900;43900;0;
6146653948;Dacia Duster;68000;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HYJtO.html;1332 cm3 • 131 KM • 1.3 TCe, Salon Polska, 1. Właściciel, Serwis ASO, Navi, Klimatronic,;1332;131;35224;Benzyna;Manualna;2023;Lublin (Lubelskie);2026-03-29;2026-03-29;0;0;2026-03-29;68000;68000;0;
6142394763;Dacia Duster;27400;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HGRth.html;1197 cm3 • 125 KM • Dacia Duster 1.2;1197;125;89000;Benzyna;Manualna;2016;Bielsko-Biała (Śląskie);2026-03-29;2026-03-29;0;0;2026-03-29;27400;27400;0;
6146369699;Dacia Duster;41800;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HXxx9.html;1197 cm3 • 125 KM;1197;125;50400;Benzyna;Manualna;2018;Krotoszyn (Wielkopolskie);2026-03-29;2026-03-29;0;0;2026-03-29;41800;41800;0;
6146341603;Dacia Duster;30000;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HXqdZ.html;1598 cm3 • 114 KM • 1.6 SCe, Parktronic, Podgrzewane siedzienia;1598;114;115924;Benzyna;Manualna;2016;Poznań (Wielkopolskie);2026-03-29;2026-03-29;0;0;2026-03-29;30000;30000;0;
6146546232;Dacia Duster TCe 100 2WD Comfort;39900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HYhss.html;999 cm3 • 101 KM • Z Niemiec;999;101;73500;Benzyna;Manualna;2020;Wągrowiec (Wielkopolskie);2026-03-29;2026-03-29;0;0;2026-03-29;39900;39900;0;
6110633444;Dacia Duster 1.2 TCe Comfort;39900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6FxATV.html;1197 cm3 • 125 KM • 1.2 16V TCe zadbana;1197;125;53000;Benzyna;Manualna;2018;Dalborowice (Dolnośląskie);2026-03-29;2026-03-29;0;0;2026-03-29;39900;39900;0;
6146109247;Dacia Duster;57900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HVrMj.html;1332 cm3 • 150 KM • 1,3 Tce 150 KM Android navi led kamera 360 LPG;1332;150;72000;Benzyna;Automatyczna;2023;Modlniczka (Małopolskie);2026-03-29;2026-03-29;0;0;2026-03-29;57900;57900;0;
6143080675;Dacia Duster 1.6 SCe Access S&S;47500;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HJJUn.html;1598 cm3 • 114 KM • Dacia Duster II 2019 z małym przebiegiem;1598;114;28969;Benzyna;Manualna;2019;Sędziszów (Świętokrzyskie);2026-03-29;2026-03-29;0;0;2026-03-29;47500;47500;0;
6146198410;Dacia Duster;38900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HVOYq.html;1197 cm3 • 125 KM • Dacia Duster 1.2tce kamera cofania, klimatronik;1197;125;74000;Benzyna;Manualna;2018;Cotoń (Kujawsko-pomorskie);2026-03-29;2026-03-29;0;0;2026-03-29;38900;38900;0;
6130403731;Dacia Duster 1.3 TCe FAP Prestige 4WD;25900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6GSy3x.html;1333 cm3 • 150 KM;1333;150;5000;Benzyna;Manualna;2022;Klus (Region Balsthal);2026-03-29;2026-03-29;0;0;2026-03-29;25900;25900;0;
6146432261;Dacia Duster 1.3 TCe FAP Prestige;31400;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HXNOd.html;1333 cm3 • 130 KM;1333;130;42000;Benzyna;Manualna;2018;Białystok (Podlaskie);2026-03-29;2026-03-29;0;0;2026-03-29;31400;31400;0;
6142137524;Dacia Duster TCe 100 2WD Comfort;42900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HFMyg.html;999 cm3 • 101 KM • Tablet - Klimatyzacja - Niski Przebieg-jak nowe;999;101;22123;Benzyna;Manualna;2020;Trzemeszno (Wielkopolskie);2026-03-29;2026-03-29;0;0;2026-03-29;42900;42900;0;
6145893538;Dacia Duster;53500;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HWxF8.html;1333 cm3 • 150 KM • Automat kamera parktronik elektryka;1333;150;62000;Benzyna;Automatyczna;2021;Topola Mała (Wielkopolskie);2026-03-29;2026-03-29;0;0;2026-03-29;53500;53500;0;
6146063915;Dacia Duster;37900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HVfZ9.html;999 cm3 • 101 KM • Salon Polska|1 Reka|Bezwyp|F.Vat 23%|Navi|Kamera| SerwisASO|GWARANCJA;999;101;95000;Benzyna;Manualna;2019;Świebodzin (Lubuskie);2026-03-29;2026-03-29;0;0;2026-03-29;37900;37900;0;
6146419343;Dacia Duster;63900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HXKrR.html;1332 cm3 • 150 KM • AUTOMAT Dacia Duster Benzyna Kamera Cofania NISKI PRZEBIEG;1332;150;54700;Benzyna;Automatyczna;2021;Domasław (Dolnośląskie);2026-03-29;2026-03-29;0;0;2026-03-29;63900;63900;0;
6146380769;Dacia Duster 1.3 TCe Prestige 4WD;72000;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HXApH.html;1332 cm3 • 150 KM • Dacia Duster 4x4 , hak, serwis ASO, z polskiego salonu, gwarancja;1332;150;112000;Benzyna;Manualna;2021;Kraków (Małopolskie);2026-03-29;2026-03-29;0;0;2026-03-29;72000;72000;0;
6144268738;Dacia Duster;39900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HOIYG.html;999 cm3 • 101 KM • Kupiony w Polsce - drugi właściciel - serwis;999;101;83000;Benzyna;Manualna;2019;Zielona Góra (Lubuskie);2026-03-29;2026-03-29;0;0;2026-03-29;39900;39900;0;
6146080979;Dacia Duster 1.3 TCe FAP Prestige;49900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HVkqn.html;1333 cm3 • 150 KM • niski przebieg;1333;150;37648;Benzyna;Manualna;2019;Nowy Targ (Małopolskie);2026-03-29;2026-03-29;0;0;2026-03-29;49900;49900;0;
6146167919;Dacia Duster 1.0 TCe Comfort;49901;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HVH2D.html;999 cm3 • 100 KM • Duster 1.0 TCe Comfort, Salon PL, Bezwypadkowy, FV23;999;100;59291;Benzyna;Manualna;2020;Warszawa (Mazowieckie);2026-03-29;2026-03-29;0;0;2026-03-29;49901;49901;0;
6144452639;Dacia Duster TCe 130 2WD Prestige+;18899;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HPuOP.html;1332 cm3 • 130 KM • 1.3i 130KM Prestige 2019r 2WD;1332;130;105000;Benzyna;Manualna;2019;Franklinów (Wielkopolskie);2026-03-29;2026-03-29;0;0;2026-03-29;18899;18899;0;
6146317744;Dacia Duster;47000;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HXk1a.html;999 cm3 • 90 KM • Krajowy / oryginalne LPG;999;90;107453;Benzyna;Manualna;2022;Czeladź (Śląskie);2026-03-29;2026-03-29;0;0;2026-03-29;47000;47000;0;
6146493889;Dacia Duster;49900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HY3Qd.html;1598 cm3 • 115 KM • II 1.6 benzyna NAVI Kamera Cofania JEDEN WŁAŚCICIEL !! 63tys.km !!;1598;115;62000;Benzyna;Manualna;2019;Krobia (Wielkopolskie);2026-03-29;2026-03-29;0;0;2026-03-29;49900;49900;0;
6146678715;Dacia Duster TCe 125 2WD Prestige;26999;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HYPWh.html;1197 cm3 • 125 KM • z niemiec po opłatach--- NISKI PRZEBIEG BEZWYPADKOWA;1197;125;138000;Benzyna;Manualna;2017;Raciąż (Mazowieckie);2026-03-29;2026-03-29;0;0;2026-03-29;26999;26999;0;
6145388555;Dacia Duster TCe 130 2WD Journey;23500;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HTqif.html;1332 cm3 • 130 KM • NOWY MODEL 2024r _ 1.2 TCE 130KM _ Bogata Opcja _ 9.000 km;1332;130;9000;Benzyna;Manualna;2024;Ostrów Wielkopolski (Wielkopolskie);2026-03-29;2026-03-29;0;0;2026-03-29;23500;23500;0;
6146218568;Dacia Duster 1.0 TCe Prestige;39900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HVUdy.html;999 cm3 • 90 KM • Dacia Duster 1.0lpg pierwszy właściciel;999;90;128000;Benzyna;Manualna;2021;Jelenia Góra (Dolnośląskie);2026-03-29;2026-03-29;0;0;2026-03-29;39900;39900;0;
6145854478;Dacia Duster SCe 115 4x2 Prestige;52800;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HWnw8.html;1598 cm3 • 114 KM • 1.6 115KM BENZYNA czujniki, kamery 360, bardzo zadbana;1598;114;69000;Benzyna;Manualna;2019;Płock (Mazowieckie);2026-03-29;2026-03-29;0;0;2026-03-29;52800;52800;0;
6135253274;Dacia Duster;68900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HcTDY.html;1332 cm3 • 131 KM • 1,3 benz (130KM) navi, klima, kamera, tempomat;1332;131;21410;Benzyna;Manualna;2023;1332 cm3 • 131 KM • 1,3 benz (130KM) navi, klima, kamera, tempomat;2026-03-29;2026-03-29;0;0;2026-03-29;68900;68900;0;
6145781678;Dacia Duster 1.3 TCe Prestige 4WD;58000;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HW4yV.html;1332 cm3 • 150 KM • Samochód osobowy SUV;1332;150;59000;Benzyna;Manualna;2021;Słupsk (Pomorskie);2026-03-29;2026-03-29;0;0;2026-03-29;58000;58000;0;
6146104763;Dacia Duster 1.0 TCe Comfort;42900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HVqBZ.html;999 cm3 • 90 KM • FV23% 34.800zł Netto 2022r 1-Właściciel Krajowy Serwisowany;999;90;123000;Benzyna;Manualna;2022;Katowice (Śląskie);2026-03-29;2026-03-29;0;0;2026-03-29;42900;42900;0;
6134795796;Dacia Duster;39999;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HaYDi.html;1197 cm3 • 125 KM • 1.2T benz.120KM,prod.2018r.Piękna,SuperStan,Bog.Wyposaż.Wyposaż.;1197;125;93000;Benzyna;Manualna;2018;Białystok (Podlaskie);2026-03-29;2026-03-29;0;0;2026-03-29;39999;39999;0;
6146683384;Dacia Duster 1.0 TCe Prestige;52900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HYR8A.html;999 cm3 • 90 KM • Duster z LPG;999;90;73800;Benzyna;Manualna;2021;Łaziska Górne (Śląskie);2026-03-29;2026-03-29;0;0;2026-03-29;52900;52900;0;
6145813779;Dacia Duster SCe 115 4WD Prestige;59000;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HWcUH.html;1598 cm3 • 114 KM • Dacia Duster 4WD Pierwszy Właściciel;1598;114;64000;Benzyna;Manualna;2019;Laliki (Śląskie);2026-03-29;2026-03-29;0;0;2026-03-29;59000;59000;0;
6146251028;Dacia Duster;44998;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HX2F6.html;1332 cm3 • 131 KM • 1.3 TCe, Salon Polska, VAT 23%, Klima, Tempomat, Parktronic;1332;131;109484;Benzyna;Manualna;2019;Piaseczno (Mazowieckie);2026-03-29;2026-03-29;0;0;2026-03-29;44998;44998;0;
6146656615;Dacia Duster TCe 130 4x4 Extreme;48900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HYKaP.html;1199 cm3 • 131 KM • #4x4 #FullLed #Kamera #Navi;1199;131;6700;Benzyna;Manualna;2025;Laskowo (Wielkopolskie);2026-03-29;2026-03-29;0;0;2026-03-29;48900;48900;0;
6145892396;Dacia Duster 1.0 TCe Access;39000;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HWxmI.html;999 cm3 • 100 KM • Witam Wszystkich;999;100;89116;Benzyna;Manualna;2019;Białystok (Podlaskie);2026-03-29;2026-03-29;0;0;2026-03-29;39000;39000;0;
6146327959;Dacia Duster SCe 115 2WD Essential;33900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HXmFW.html;1598 cm3 • 114 KM • 1600 benzyna, polift;1598;114;136000;Benzyna;Manualna;2017;Bieruń (Śląskie);2026-03-29;2026-03-29;0;0;2026-03-29;33900;33900;0;
6143978158;Dacia Duster 1.3 TCe Prestige 4WD;78000;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HNwnU.html;1332 cm3 • 150 KM • Salon Polska, 4x4, pierwszy wlasciciel;1332;150;130000;Benzyna;Manualna;2022;Tarnowskie Góry (Śląskie);2026-03-29;2026-03-29;0;0;2026-03-29;78000;78000;0;
"6146366095;Dacia Duster;68500;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HXvB1.html;""1199 cm3 • 130 KM • S-PL;1.2 mHEV 4x4 Navi;Kamera;KlimaTr;FullLed;ACC;PDC;Alu17'';VAT 23%"";1199;130;35000;Benzyna;Manualna;2024;Dobroń (Łódzkie);2026-03-29;2026-03-29;0;0;2026-03-29;68500;68500;0;";;;;;;;;;;;;;;;;0;2026-03-30;;;0;
6145889955;Dacia Duster SCe 115 2WD Comfort;42500;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HWvJl.html;1598 cm3 • 114 KM • Dacia Duster II;1598;114;82379;Benzyna;Manualna;2018;Kraśnik (Lubelskie);2026-03-29;2026-03-29;0;0;2026-03-29;42500;42500;0;
6146610049;Dacia Duster 1.3 TCe SL Extreme;75890;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HYy3L.html;1332 cm3 • 130 KM • EXTREME 1.3 ful opcja / PISEMNA GWARANCJA w cenie / Transport / KREDYT;1332;130;17219;Benzyna;Manualna;2024;Ostrów Wielkopolski (Wielkopolskie);2026-03-29;2026-03-29;0;0;2026-03-29;75890;75890;0;
6146458314;Dacia Duster SCe 115 2WD Prestige;51900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HXUAq.html;1598 cm3 • 114 KM • Polski Salon, 1. Właściciel, 1.6 114KM, Serwis ASO, Prestige, FILM;1598;114;73000;Benzyna;Manualna;2018;Wrocław (Dolnośląskie);2026-03-29;2026-03-29;0;0;2026-03-29;51900;51900;0;
6143736785;Dacia Duster;50900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HMuAN.html;1332 cm3 • 150 KM • Kamery 360 Nawigacja Podgrzewane Fotele;1332;150;63370;Benzyna;Manualna;2019;Nochowo (Wielkopolskie);2026-03-29;2026-03-29;0;0;2026-03-29;50900;50900;0;
6145036259;Dacia Duster TCe 125 2WD Prestige;37600;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HRVE3.html;1197 cm3 • 125 KM • Śliczna Gwarancja;1197;125;100000;Benzyna;Manualna;2018;Police (Zachodniopomorskie);2026-03-29;2026-03-29;0;0;2026-03-29;37600;37600;0;
6146275987;Dacia Duster;66900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HX99F.html;1332 cm3 • 131 KM • Dacia Duster Tce 130 2WD Sondermodell Extreme;1332;131;42500;Benzyna;Manualna;2023;Uniejów (Łódzkie);2026-03-29;2026-03-29;0;0;2026-03-29;66900;66900;0;
6146137983;Dacia Duster SCe 115 4x2 Laureate;39900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HVzfN.html;1598 cm3 • 114 KM • Dacia Duster 1.6 benzyna 93 tyś km;1598;114;93000;Benzyna;Manualna;2016;Łomża (Podlaskie);2026-03-29;2026-03-29;0;0;2026-03-29;39900;39900;0;
6146434695;Dacia Duster 1.2 TCe Celebration 4x4 S&S EU6;39900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HXOrt.html;1197 cm3 • 125 KM • Salon pl, jeden właściciel, mały przebieg, stan perfekcyjny;1197;125;72400;Benzyna;Manualna;2016;Kozłów Biskupi (Mazowieckie);2026-03-29;2026-03-29;0;0;2026-03-29;39900;39900;0;
6146330755;Dacia Duster 1.6 SCe Essential;47300;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HXnp1.html;1598 cm3 • 115 KM • 1.6 115 KM Salon PL, mały przebieg 56 tys km, Bezwypadkowy;1598;115;56365;Benzyna;Manualna;2019;Aleksandrów Łódzki (Łódzkie);2026-03-29;2026-03-29;0;0;2026-03-29;47300;47300;0;
6146498321;Dacia Duster TCe 130 2WD Prestige+;59900;PLN;https://www.otomoto.pl/osobowe/oferta/dacia-duster-ID6HY4ZH.html;1332 cm3 • 130 KM • Dacia Duster 2021 benzyna kamera 51000 km;1332;130;51000;Benzyna;Manualna;2021;Zamość (Lubelskie);2026-03-29;2026-03-29;0;0;2026-03-29;59900;59900;0;
